class_id,student_id,score
1754,4925,0.3
1754,4926,4.0
1754,4927,0.2
1754,4928,4.9
1754,4929,4.8
1754,4930,7.2
1754,4931,6.6
1754,4932,7.9
1754,4933,9.7
1754,4934,5.7
1754,4935,2.4
1754,4936,1.2
1754,4937,4.2
1754,4938,5.2
1754,4939,8.9
1754,4940,9.1
1753,4941,7.6
1753,4942,1.8
1753,4943,9.9
1753,4944,1.8
1753,4945,3.4
1753,4946,8.6
1753,4947,3.0
1753,4948,5.6
1753,4949,1.4
1753,4950,5.9
1753,4951,0.3
1753,4952,3.9
1753,4953,1.3
1753,4954,4.8
1753,4955,2.4
1753,4956,5.5
1753,4957,2.1
1753,4958,0.3
1753,4959,1.6
1753,4960,5.0
1752,4961,1.4
1752,4962,9.6
1752,4963,9.5
1752,4964,3.1
1752,4965,9.3
1752,4966,6.1
1752,4967,0.6
1752,4968,0.8
1752,4969,7.1
1752,4970,2.6
1752,4971,5.4
1752,4972,10.0
1752,4973,5.4
1752,4974,9.6
1752,4975,5.6
1752,4976,9.4
1752,4977,1.9
1752,4978,1.3
1752,4979,6.7
1752,4980,5.6
1751,4981,7.0
1751,4982,0.4
1751,4983,2.1
1751,4984,3.6
1751,4985,2.1
1751,4986,6.5
1751,4987,5.9
1751,4988,0.2
1751,4989,7.4
1751,4990,3.1
1751,4991,8.0
1751,4992,3.0
1751,4993,5.4
1751,4994,0.1
1751,4995,3.5
1751,4996,3.5
1751,4997,4.6
1751,4998,1.5
1751,4999,1.3
1751,5000,6.9
1750,5001,5.4
1750,5002,9.9
1750,5003,3.2
1750,5004,4.6
1750,5005,0.8
1750,5006,4.3
1750,5007,8.4
1750,5008,3.3
1750,5009,2.0
1750,5010,2.5
1750,5011,9.4
1750,5012,7.4
1750,5013,1.5
1750,5014,4.9
1750,5015,4.9
1750,5016,5.1
1750,5017,4.8
1750,5018,5.5
1750,5019,1.1
1750,5020,2.4
1749,5021,0.3
1749,5022,7.9
1749,5023,4.9
1749,5024,9.4
1749,5025,7.3
1749,5026,5.8
1749,5027,3.1
1749,5028,9.0
1749,5029,0.8
1749,5030,7.0
1749,5031,4.4
1749,5032,0.6
1749,5033,7.8
1749,5034,5.0
1749,5035,0.2
1749,5036,3.6
1749,5037,8.5
1749,5038,7.8
1749,5039,5.7
1749,5040,5.1
1748,5041,2.3
1748,5042,6.2
1748,5043,5.8
1748,5044,0.6
1748,5045,7.1
1748,5046,2.9
1748,5047,4.4
1748,5048,2.0
1748,5049,4.0
1748,5050,9.1
1748,5051,7.2
1748,5052,2.1
1748,5053,4.1
1748,5054,2.1
1748,5055,4.7
1748,5056,6.4
1748,5057,9.7
1748,5058,4.6
1748,5059,0.2
1748,5060,3.1
1747,5061,7.0
1747,5062,10.0
1747,5063,9.2
1747,5064,4.9
1747,5065,3.3
1747,5066,2.7
1747,5067,7.1
1747,5068,4.3
1747,5069,3.5
1747,5070,0.4
1747,5071,8.4
1747,5072,7.0
1747,5073,2.7
1747,5074,2.6
1747,5075,4.2
1747,5076,0.7
1747,5077,1.2
1747,5078,5.9
1747,5079,4.8
1747,5080,5.7
1746,5081,8.5
1746,5082,2.9
1746,5083,3.2
1746,5084,4.6
1746,5085,5.3
1746,5086,2.6
1746,5087,9.3
1746,5088,0.2
1746,5089,0.7
1746,5090,9.6
1746,5091,9.4
1746,5092,2.2
1746,5093,7.3
1746,5094,4.9
1746,5095,4.7
1746,5096,0.5
1746,5097,8.2
1746,5098,7.7
1746,5099,5.5
1746,5100,7.8
1745,5101,4.9
1745,5102,4.0
1745,5103,4.3
1745,5104,3.7
1745,5105,3.0
1745,5106,4.6
1745,5107,0.1
1745,5108,1.5
1745,5109,5.3
1745,5110,4.5
1745,5111,6.2
1745,5112,3.0
1745,5113,1.7
1745,5114,8.8
1745,5115,1.7
1745,5116,2.6
1745,5117,5.4
1745,5118,8.2
1745,5119,6.3
1745,5120,8.8
1744,5121,1.4
1744,5122,9.4
1744,5123,4.8
1744,5124,2.8
1744,5125,5.5
1744,5126,6.6
1744,5127,0.1
1744,5128,4.2
1744,5129,2.8
1744,5130,3.2
1744,5131,6.9
1744,5132,3.1
1744,5133,0.1
1744,5134,6.9
1744,5135,5.6
1744,5136,3.0
1744,5137,6.0
1744,5138,4.1
1744,5139,3.9
1744,5140,3.8
1743,5141,6.1
1743,5142,1.3
1743,5143,1.2
1743,5144,2.2
1743,5145,5.9
1743,5146,10.0
1743,5147,2.0
1743,5148,1.0
1743,5149,7.6
1743,5150,8.1
1743,5151,2.9
1743,5152,0.6
1743,5153,5.4
1743,5154,5.7
1743,5155,8.8
1743,5156,0.2
1743,5157,8.0
1743,5158,9.3
1743,5159,1.4
1743,5160,1.4
1742,5161,3.2
1742,5162,2.9
1742,5163,0.2
1742,5164,1.7
1742,5165,7.2
1742,5166,1.9
1742,5167,3.6
1742,5168,5.3
1742,5169,0.6
1742,5170,6.5
1742,5171,6.6
1742,5172,8.3
1742,5173,6.6
1742,5174,4.2
1742,5175,4.1
1742,5176,0.8
1742,5177,6.5
1742,5178,7.4
1742,5179,3.1
1742,5180,0.3
1741,5181,4.1
1741,5182,8.2
1741,5183,1.9
1741,5184,3.3
1741,5185,6.8
1741,5186,5.9
1741,5187,9.3
1741,5188,6.1
1741,5189,9.9
1741,5190,5.2
1741,5191,8.5
1741,5192,7.4
1741,5193,0.4
1741,5194,2.9
1741,5195,0.4
1741,5196,8.6
1741,5197,4.7
1741,5198,7.5
1741,5199,7.3
1741,5200,2.7
1740,5201,6.7
1740,5202,2.0
1740,5203,8.2
1740,5204,8.1
1740,5205,9.4
1740,5206,4.1
1740,5207,5.4
1740,5208,9.0
1740,5209,5.2
1740,5210,4.1
1740,5211,3.4
1740,5212,4.6
1740,5213,8.8
1740,5214,7.8
1740,5215,7.2
1740,5216,8.1
1740,5217,3.3
1740,5218,7.6
1740,5219,2.9
1740,5220,5.5
1739,5221,0.5
1739,5222,1.3
1739,5223,8.5
1739,5224,7.6
1739,5225,7.4
1739,5226,1.0
1739,5227,1.5
1739,5228,4.7
1739,5229,2.6
1739,5230,3.3
1739,5231,9.1
1739,5232,8.6
1739,5233,4.8
1739,5234,1.1
1739,5235,7.1
1739,5236,3.9
1739,5237,5.1
1739,5238,6.0
1739,5239,7.6
1739,5240,2.7
1738,5241,0.1
1738,5242,1.4
1738,5243,5.6
1738,5244,8.3
1738,5245,8.1
1738,5246,5.0
1738,5247,9.2
1738,5248,8.9
1738,5249,4.1
1738,5250,2.2
1738,5251,9.3
1738,5252,4.8
1738,5253,9.3
1738,5254,7.0
1738,5255,4.4
1738,5256,1.4
1738,5257,4.1
1738,5258,8.1
1738,5259,1.1
1738,5260,8.4
1737,5261,6.2
1737,5262,10.0
1737,5263,7.5
1737,5264,1.4
1737,5265,2.9
1737,5266,9.2
1737,5267,1.9
1737,5268,1.1
1737,5269,5.1
1737,5270,4.7
1737,5271,5.8
1737,5272,3.5
1737,5273,4.8
1737,5274,4.3
1737,5275,6.4
1737,5276,2.3
1737,5277,6.8
1737,5278,8.2
1737,5279,1.3
1737,5280,1.1
1736,5281,5.4
1736,5282,5.8
1736,5283,6.8
1736,5284,1.6
1736,5285,0.2
1736,5286,4.5
1736,5287,6.6
1736,5288,6.7
1736,5289,6.9
1736,5290,5.1
1736,5291,9.2
1736,5292,2.9
1736,5293,8.8
1736,5294,3.2
1736,5295,2.1
1736,5296,0.3
1736,5297,5.2
1736,5298,5.7
1736,5299,0.6
1736,5300,0.2
1735,5301,2.5
1735,5302,5.9
1735,5303,3.1
1735,5304,9.3
1735,5305,7.2
1735,5306,5.8
1735,5307,6.9
1735,5308,6.9
1735,5309,9.4
1735,5310,2.5
1735,5311,6.8
1735,5312,9.3
1735,5313,4.7
1735,5314,5.6
1735,5315,3.4
1735,5316,7.3
1735,5317,3.9
1735,5318,1.6
1735,5319,8.8
1735,5320,4.8
1734,5321,8.9
1734,5322,4.5
1734,5323,4.5
1734,5324,1.5
1734,5325,3.1
1734,5326,2.2
1734,5327,6.6
1734,5328,0.9
1734,5329,5.6
1734,5330,2.5
1734,5331,2.1
1734,5332,8.2
1734,5333,8.6
1734,5334,1.1
1734,5335,6.9
1734,5336,6.2
1734,5337,0.2
1734,5338,5.5
1734,5339,9.0
1734,5340,0.8
1733,5341,9.1
1733,5342,0.1
1733,5343,5.8
1733,5344,3.2
1733,5345,0.7
1733,5346,4.3
1733,5347,5.2
1733,5348,2.6
1733,5349,7.0
1733,5350,1.5
1733,5351,5.8
1733,5352,7.3
1733,5353,7.0
1733,5354,1.1
1733,5355,3.1
1733,5356,2.6
1733,5357,9.2
1733,5358,9.3
1733,5359,9.1
1733,5360,2.7
1732,5361,2.6
1732,5362,8.6
1732,5363,1.8
1732,5364,0.6
1732,5365,3.9
1732,5366,5.4
1732,5367,7.8
1732,5368,4.3
1732,5369,0.3
1732,5370,5.6
1732,5371,1.6
1732,5372,1.1
1732,5373,8.7
1732,5374,3.4
1732,5375,6.5
1732,5376,9.1
1732,5377,2.0
1732,5378,8.7
1732,5379,5.8
1732,5380,8.6
1731,5381,3.5
1731,5382,0.1
1731,5383,5.9
1731,5384,0.0
1731,5385,1.0
1731,5386,5.3
1731,5387,1.4
1731,5388,5.0
1731,5389,5.0
1731,5390,6.3
1731,5391,9.9
1731,5392,3.7
1731,5393,3.1
1731,5394,5.9
1731,5395,0.2
1731,5396,0.1
1731,5397,7.9
1731,5398,9.0
1731,5399,4.5
1731,5400,7.9
1730,5401,5.5
1730,5402,1.0
1730,5403,5.3
1730,5404,9.9
1730,5405,0.3
1730,5406,6.8
1730,5407,9.1
1730,5408,9.9
1730,5409,6.2
1730,5410,8.4
1730,5411,5.8
1730,5412,4.6
1730,5413,7.4
1730,5414,9.2
1730,5415,2.4
1730,5416,5.4
1730,5417,9.5
1730,5418,2.1
1730,5419,7.2
1730,5420,1.1
1729,5421,5.3
1729,5422,0.4
1729,5423,4.0
1729,5424,7.3
1729,5425,2.9
1729,5426,2.8
1729,5427,1.5
1729,5428,5.0
1729,5429,0.3
1729,5430,9.6
1729,5431,1.3
1729,5432,1.0
1729,5433,8.9
1729,5434,2.6
1729,5435,8.3
1729,5436,10.0
1729,5437,8.4
1729,5438,7.7
1729,5439,7.0
1729,5440,6.7
1728,5441,5.5
1728,5442,8.3
1728,5443,9.8
1728,5444,4.2
1728,5445,8.6
1728,5446,9.9
1728,5447,6.3
1728,5448,5.6
1728,5449,9.6
1728,5450,10.0
1728,5451,1.4
1728,5452,6.2
1728,5453,2.5
1728,5454,4.3
1728,5455,7.9
1728,5456,1.9
1728,5457,5.0
1728,5458,1.2
1728,5459,7.2
1728,5460,9.6
1727,5461,6.2
1727,5462,3.1
1727,5463,7.5
1727,5464,2.1
1727,5465,2.8
1727,5466,7.3
1727,5467,3.9
1727,5468,6.9
1727,5469,7.1
1727,5470,8.2
1727,5471,1.6
1727,5472,7.3
1727,5473,9.3
1727,5474,8.7
1727,5475,6.5
1727,5476,9.8
1727,5477,1.6
1727,5478,4.8
1727,5479,3.8
1727,5480,2.8
1726,5481,4.9
1726,5482,4.2
1726,5483,6.2
1726,5484,8.8
1726,5485,4.0
1726,5486,8.6
1726,5487,2.3
1726,5488,7.6
1726,5489,2.5
1726,5490,0.6
1726,5491,5.8
1726,5492,3.6
1726,5493,7.0
1726,5494,7.2
1726,5495,1.6
1726,5496,5.6
1726,5497,8.4
1726,5498,3.6
1726,5499,5.6
1726,5500,1.3
1725,5501,2.4
1725,5502,0.8
1725,5503,9.6
1725,5504,3.0
1725,5505,9.2
1725,5506,8.8
1725,5507,2.3
1725,5508,3.6
1725,5509,7.6
1725,5510,2.2
1725,5511,1.5
1725,5512,6.3
1725,5513,3.4
1725,5514,3.4
1725,5515,8.9
1725,5516,0.9
1725,5517,7.5
1725,5518,6.8
1725,5519,5.9
1725,5520,5.3
1724,5521,4.7
1724,5522,4.7
1724,5523,8.9
1724,5524,7.9
1724,5525,5.5
1724,5526,2.2
1724,5527,6.2
1724,5528,1.3
1724,5529,9.5
1724,5530,5.5
1724,5531,9.1
1724,5532,0.7
1724,5533,1.0
1724,5534,1.4
1724,5535,6.9
1724,5536,5.2
1724,5537,7.6
1724,5538,1.2
1724,5539,9.9
1724,5540,6.8
1723,5541,8.6
1723,5542,0.6
1723,5543,7.2
1723,5544,3.9
1723,5545,5.8
1723,5546,2.3
1723,5547,7.3
1723,5548,8.6
1723,5549,3.6
1723,5550,7.1
1723,5551,3.2
1723,5552,1.5
1723,5553,8.0
1723,5554,4.4
1723,5555,2.8
1723,5556,7.0
1723,5557,6.9
1723,5558,8.9
1723,5559,6.9
1723,5560,6.7
1722,5561,3.3
1722,5562,1.1
1722,5563,5.3
1722,5564,5.6
1722,5565,1.9
1722,5566,3.5
1722,5567,0.3
1722,5568,2.2
1722,5569,9.1
1722,5570,2.8
1722,5571,4.2
1722,5572,7.5
1722,5573,7.1
1722,5574,8.7
1722,5575,5.6
1722,5576,6.2
1722,5577,4.2
1722,5578,6.8
1722,5579,7.5
1722,5580,4.5
1721,5581,6.1
1721,5582,8.7
1721,5583,8.5
1721,5584,9.4
1721,5585,7.4
1721,5586,1.1
1721,5587,3.1
1721,5588,6.4
1721,5589,1.4
1721,5590,4.9
1721,5591,3.5
1721,5592,8.3
1721,5593,8.9
1721,5594,4.7
1721,5595,6.0
1721,5596,1.4
1721,5597,8.2
1721,5598,5.5
1721,5599,5.8
1721,5600,8.9
1720,5601,7.8
1720,5602,7.5
1720,5603,0.9
1720,5604,3.6
1720,5605,3.4
1720,5606,1.3
1720,5607,8.8
1720,5608,2.2
1720,5609,8.0
1720,5610,5.7
1720,5611,8.3
1720,5612,4.2
1720,5613,9.9
1720,5614,0.4
1720,5615,7.0
1720,5616,0.7
1720,5617,7.2
1720,5618,2.1
1720,5619,1.0
1720,5620,0.8
1719,5621,3.3
1719,5622,5.4
1719,5623,2.5
1719,5624,9.1
1719,5625,1.8
1719,5626,0.4
1719,5627,0.7
1719,5628,1.8
1719,5629,7.6
1719,5630,5.3
1719,5631,0.0
1719,5632,6.1
1719,5633,7.3
1719,5634,2.6
1719,5635,6.6
1719,5636,1.1
1719,5637,7.9
1719,5638,9.1
1719,5639,3.9
1719,5640,1.0
1718,5641,4.7
1718,5642,10.0
1718,5643,9.0
1718,5644,5.6
1718,5645,8.7
1718,5646,1.0
1718,5647,4.2
1718,5648,1.4
1718,5649,1.4
1718,5650,3.3
1718,5651,9.8
1718,5652,9.4
1718,5653,8.9
1718,5654,6.9
1718,5655,6.1
1718,5656,7.3
1718,5657,6.5
1718,5658,0.6
1718,5659,0.7
1718,5660,0.1
1717,5661,2.0
1717,5662,8.4
1717,5663,4.4
1717,5664,9.6
1717,5665,1.6
1717,5666,9.0
1717,5667,4.9
1717,5668,8.3
1717,5669,4.9
1717,5670,1.0
1717,5671,5.7
1717,5672,7.3
1717,5673,7.7
1717,5674,7.5
1717,5675,1.1
1717,5676,1.7
1717,5677,7.6
1717,5678,8.5
1717,5679,7.4
1717,5680,5.6
1716,5681,2.2
1716,5682,3.2
1716,5683,3.7
1716,5684,7.2
1716,5685,8.9
1716,5686,5.5
1716,5687,3.6
1716,5688,1.2
1716,5689,6.6
1716,5690,0.2
1716,5691,4.0
1716,5692,3.6
1716,5693,0.9
1716,5694,9.8
1716,5695,1.6
1716,5696,3.0
1716,5697,5.2
1716,5698,5.2
1716,5699,3.6
1716,5700,3.9
1715,5701,2.8
1715,5702,2.2
1715,5703,0.2
1715,5704,5.4
1715,5705,9.9
1715,5706,6.9
1715,5707,5.3
1715,5708,2.4
1715,5709,8.4
1715,5710,9.1
1715,5711,3.9
1715,5712,9.1
1715,5713,7.7
1715,5714,4.7
1715,5715,2.1
1715,5716,7.6
1715,5717,7.9
1715,5718,3.2
1715,5719,3.3
1715,5720,0.3
1714,5721,6.1
1714,5722,5.1
1714,5723,7.3
1714,5724,4.1
1714,5725,8.1
1714,5726,9.1
1714,5727,7.6
1714,5728,9.8
1714,5729,7.2
1714,5730,4.6
1714,5731,9.8
1714,5732,1.8
1714,5733,9.0
1714,5734,4.0
1714,5735,7.5
1714,5736,4.8
1714,5737,8.2
1714,5738,0.5
1714,5739,3.1
1714,5740,8.6
1713,5741,6.4
1713,5742,3.9
1713,5743,3.4
1713,5744,4.5
1713,5745,1.8
1713,5746,2.1
1713,5747,6.8
1713,5748,6.5
1713,5749,4.0
1713,5750,5.0
1713,5751,5.8
1713,5752,8.6
1713,5753,6.7
1713,5754,8.9
1713,5755,3.0
1713,5756,0.4
1713,5757,4.9
1713,5758,0.4
1713,5759,0.1
1713,5760,7.4
1712,5761,4.5
1712,5762,8.9
1712,5763,3.9
1712,5764,9.6
1712,5765,4.4
1712,5766,6.6
1712,5767,3.0
1712,5768,1.2
1712,5769,0.4
1712,5770,9.8
1712,5771,7.7
1712,5772,1.7
1712,5773,2.2
1712,5774,1.8
1712,5775,4.8
1712,5776,3.6
1712,5777,5.2
1712,5778,1.7
1712,5779,7.0
1712,5780,4.6
1711,5781,0.2
1711,5782,7.4
1711,5783,2.7
1711,5784,7.2
1711,5785,6.1
1711,5786,2.9
1711,5787,8.6
1711,5788,1.3
1711,5789,9.1
1711,5790,6.6
1711,5791,4.9
1711,5792,2.4
1711,5793,3.6
1711,5794,9.1
1711,5795,3.2
1711,5796,9.1
1711,5797,6.2
1711,5798,0.5
1711,5799,7.1
1711,5800,1.8
1710,5801,5.1
1710,5802,1.8
1710,5803,8.3
1710,5804,5.2
1710,5805,9.8
1710,5806,9.4
1710,5807,7.4
1710,5808,5.6
1710,5809,8.8
1710,5810,4.7
1710,5811,4.2
1710,5812,0.4
1710,5813,0.0
1710,5814,5.3
1710,5815,8.8
1710,5816,2.4
1710,5817,4.8
1710,5818,3.0
1710,5819,4.2
1710,5820,4.8
1709,5821,1.7
1709,5822,2.9
1709,5823,7.9
1709,5824,8.3
1709,5825,0.9
1709,5826,5.3
1709,5827,1.3
1709,5828,2.7
1709,5829,2.0
1709,5830,4.9
1709,5831,9.3
1709,5832,10.0
1709,5833,8.8
1709,5834,2.5
1709,5835,5.1
1709,5836,7.7
1709,5837,3.8
1709,5838,8.9
1709,5839,5.8
1709,5840,1.2
1708,5841,1.8
1708,5842,4.3
1708,5843,7.8
1708,5844,2.3
1708,5845,8.9
1708,5846,8.7
1708,5847,9.0
1708,5848,1.1
1708,5849,3.2
1708,5850,9.7
1708,5851,0.2
1708,5852,4.5
1708,5853,2.2
1708,5854,8.4
1708,5855,7.9
1708,5856,0.6
1708,5857,6.8
1708,5858,0.3
1708,5859,2.5
1708,5860,7.9
1707,5861,3.0
1707,5862,5.7
1707,5863,2.7
1707,5864,5.9
1707,5865,2.9
1707,5866,0.6
1707,5867,5.8
1707,5868,0.4
1707,5869,3.6
1707,5870,1.7
1707,5871,2.6
1707,5872,9.6
1707,5873,4.4
1707,5874,7.7
1707,5875,3.0
1707,5876,2.3
1707,5877,3.5
1707,5878,5.2
1707,5879,4.0
1707,5880,10.0
1706,5881,7.8
1706,5882,7.3
1706,5883,2.7
1706,5884,5.0
1706,5885,1.6
1706,5886,4.6
1706,5887,6.2
1706,5888,9.4
1706,5889,2.8
1706,5890,5.3
1706,5891,4.1
1706,5892,7.3
1706,5893,5.6
1706,5894,3.6
1706,5895,5.2
1706,5896,8.3
1706,5897,4.5
1706,5898,7.5
1706,5899,8.1
1706,5900,5.2
1705,5901,7.2
1705,5902,9.1
1705,5903,3.5
1705,5904,7.8
1705,5905,1.8
1705,5906,2.0
1705,5907,0.2
1705,5908,5.2
1705,5909,0.1
1705,5910,7.0
1705,5911,8.0
1705,5912,0.0
1705,5913,4.8
1705,5914,2.3
1705,5915,4.3
1705,5916,7.0
1705,5917,2.4
1705,5918,5.2
1705,5919,3.0
1705,5920,5.0
1704,5921,6.2
1704,5922,4.9
1704,5923,8.8
1704,5924,5.3
1704,5925,8.9
1704,5926,5.2
1704,5927,0.2
1704,5928,5.1
1704,5929,1.8
1704,5930,2.6
1704,5931,9.1
1704,5932,8.3
1704,5933,0.1
1704,5934,2.5
1704,5935,2.2
1704,5936,3.2
1704,5937,2.3
1704,5938,10.0
1704,5939,6.3
1704,5940,5.7
1703,5941,2.9
1703,5942,9.5
1703,5943,5.6
1703,5944,5.0
1703,5945,0.3
1703,5946,1.1
1703,5947,6.2
1703,5948,2.6
1703,5949,7.0
1703,5950,2.5
1703,5951,0.3
1703,5952,9.7
1703,5953,5.1
1703,5954,3.9
1703,5955,4.8
1703,5956,4.5
1703,5957,5.2
1703,5958,7.3
1703,5959,0.7
1703,5960,8.6
1702,5961,3.9
1702,5962,1.1
1702,5963,0.2
1702,5964,1.1
1702,5965,6.1
1702,5966,4.8
1702,5967,5.9
1702,5968,4.7
1702,5969,1.2
1702,5970,2.3
1702,5971,9.2
1702,5972,2.4
1702,5973,7.8
1702,5974,8.5
1702,5975,7.5
1702,5976,0.0
1702,5977,0.7
1702,5978,0.1
1702,5979,0.9
1702,5980,6.4
1701,5981,5.4
1701,5982,2.9
1701,5983,1.3
1701,5984,4.3
1701,5985,0.8
1701,5986,8.9
1701,5987,9.2
1701,5988,1.7
1701,5989,8.1
1701,5990,9.9
1701,5991,5.4
1701,5992,7.6
1701,5993,3.7
1701,5994,2.1
1701,5995,1.6
1701,5996,5.0
1701,5997,6.2
1701,5998,7.0
1701,5999,8.5
1701,6000,1.0
1700,6001,8.6
1700,6002,2.6
1700,6003,9.7
1700,6004,2.5
1700,6005,4.3
1700,6006,9.7
1700,6007,0.6
1700,6008,7.9
1700,6009,2.9
1700,6010,9.3
1700,6011,1.5
1700,6012,6.6
1700,6013,0.2
1700,6014,2.9
1700,6015,1.2
1700,6016,7.7
1700,6017,10.0
1700,6018,0.1
1700,6019,9.8
1700,6020,0.9
1699,6021,9.0
1699,6022,0.6
1699,6023,3.7
1699,6024,5.9
1699,6025,2.0
1699,6026,7.1
1699,6027,9.7
1699,6028,4.4
1699,6029,4.9
1699,6030,6.6
1699,6031,9.3
1699,6032,7.2
1699,6033,9.8
1699,6034,5.2
1699,6035,9.6
1699,6036,1.6
1699,6037,1.1
1699,6038,8.8
1699,6039,3.4
1699,6040,8.5
1698,6041,8.8
1698,6042,7.3
1698,6043,5.4
1698,6044,6.6
1698,6045,4.3
1698,6046,6.9
1698,6047,2.8
1698,6048,5.6
1698,6049,6.1
1698,6050,7.2
1698,6051,5.2
1698,6052,7.9
1698,6053,8.4
1698,6054,9.2
1698,6055,7.3
1698,6056,9.9
1698,6057,9.6
1698,6058,6.7
1698,6059,7.9
1698,6060,7.8
1697,6061,0.9
1697,6062,7.6
1697,6063,4.4
1697,6064,3.1
1697,6065,9.8
1697,6066,5.0
1697,6067,3.8
1697,6068,8.0
1697,6069,4.6
1697,6070,3.6
1697,6071,0.4
1697,6072,2.1
1697,6073,5.0
1697,6074,7.0
1697,6075,9.3
1697,6076,1.4
1697,6077,6.6
1697,6078,2.6
1697,6079,1.4
1697,6080,9.2
1696,6081,5.0
1696,6082,2.6
1696,6083,7.6
1696,6084,3.5
1696,6085,0.4
1696,6086,7.1
1696,6087,0.8
1696,6088,0.2
1696,6089,1.8
1696,6090,3.8
1696,6091,4.5
1696,6092,7.1
1696,6093,8.4
1696,6094,7.2
1696,6095,8.4
1696,6096,1.4
1696,6097,7.6
1696,6098,4.8
1696,6099,5.4
1696,6100,6.0
1695,6101,1.6
1695,6102,4.8
1695,6103,3.8
1695,6104,1.6
1695,6105,0.7
1695,6106,0.5
1695,6107,9.3
1695,6108,2.3
1695,6109,1.7
1695,6110,5.1
1695,6111,9.3
1695,6112,7.3
1695,6113,7.9
1695,6114,7.5
1695,6115,1.6
1695,6116,8.2
1695,6117,0.4
1695,6118,0.5
1695,6119,5.0
1695,6120,1.1
1694,6121,1.1
1694,6122,6.5
1694,6123,4.9
1694,6124,5.6
1694,6125,4.2
1694,6126,8.7
1694,6127,9.7
1694,6128,9.1
1694,6129,9.0
1694,6130,0.6
1694,6131,3.8
1694,6132,8.8
1694,6133,9.4
1694,6134,2.4
1694,6135,7.7
1694,6136,2.6
1694,6137,0.5
1694,6138,3.1
1694,6139,4.9
1694,6140,5.6
1693,6141,9.5
1693,6142,9.0
1693,6143,9.7
1693,6144,6.4
1693,6145,3.2
1693,6146,3.7
1693,6147,8.8
1693,6148,8.8
1693,6149,9.8
1693,6150,8.6
1693,6151,8.1
1693,6152,0.2
1693,6153,0.1
1693,6154,7.1
1693,6155,5.9
1693,6156,2.7
1693,6157,2.2
1693,6158,4.8
1693,6159,9.8
1693,6160,8.9
1692,6161,4.2
1692,6162,7.4
1692,6163,2.8
1692,6164,5.7
1692,6165,0.5
1692,6166,6.4
1692,6167,6.0
1692,6168,9.0
1692,6169,3.5
1692,6170,4.4
1692,6171,2.2
1692,6172,6.6
1692,6173,3.0
1692,6174,9.9
1692,6175,5.1
1692,6176,2.7
1692,6177,4.1
1692,6178,7.3
1692,6179,7.0
1692,6180,0.5
1691,6181,8.0
1691,6182,7.8
1691,6183,2.8
1691,6184,0.4
1691,6185,0.9
1691,6186,8.1
1691,6187,4.6
1691,6188,5.4
1691,6189,4.1
1691,6190,9.2
1691,6191,7.8
1691,6192,9.5
1691,6193,8.0
1691,6194,1.8
1691,6195,3.2
1691,6196,2.7
1691,6197,2.9
1691,6198,8.1
1691,6199,1.1
1691,6200,7.0
1690,6201,6.2
1690,6202,0.4
1690,6203,3.9
1690,6204,4.7
1690,6205,5.8
1690,6206,3.5
1690,6207,6.8
1690,6208,8.2
1690,6209,2.8
1690,6210,6.7
1690,6211,1.8
1690,6212,7.3
1690,6213,0.7
1690,6214,9.8
1690,6215,1.4
1690,6216,5.9
1690,6217,3.5
1690,6218,8.5
1690,6219,5.9
1690,6220,2.5
1689,6221,9.1
1689,6222,7.2
1689,6223,3.6
1689,6224,5.9
1689,6225,4.7
1689,6226,4.1
1689,6227,5.5
1689,6228,7.9
1689,6229,4.7
1689,6230,0.2
1689,6231,9.6
1689,6232,8.1
1689,6233,2.1
1689,6234,8.1
1689,6235,5.6
1689,6236,8.5
1689,6237,4.2
1689,6238,2.3
1689,6239,6.8
1689,6240,7.5
1688,6241,2.0
1688,6242,4.8
1688,6243,2.0
1688,6244,2.9
1688,6245,3.6
1688,6246,7.5
1688,6247,2.6
1688,6248,3.8
1688,6249,4.0
1688,6250,8.5
1688,6251,0.1
1688,6252,1.7
1688,6253,9.9
1688,6254,2.7
1688,6255,3.6
1688,6256,5.2
1688,6257,3.2
1688,6258,7.1
1688,6259,5.9
1688,6260,0.9
1687,6261,9.7
1687,6262,8.5
1687,6263,9.1
1687,6264,2.8
1687,6265,8.8
1687,6266,8.6
1687,6267,6.9
1687,6268,4.6
1687,6269,8.9
1687,6270,7.8
1687,6271,9.7
1687,6272,3.1
1687,6273,4.9
1687,6274,7.2
1687,6275,0.0
1687,6276,4.9
1687,6277,2.4
1687,6278,8.1
1687,6279,8.6
1687,6280,7.1
1686,6281,2.5
1686,6282,1.3
1686,6283,5.8
1686,6284,6.1
1686,6285,1.5
1686,6286,1.2
1686,6287,5.2
1686,6288,5.8
1686,6289,8.5
1686,6290,2.5
1686,6291,4.9
1686,6292,1.9
1686,6293,8.8
1686,6294,5.6
1686,6295,0.4
1686,6296,5.9
1686,6297,6.8
1686,6298,9.4
1686,6299,0.9
1686,6300,9.5
1685,6301,9.3
1685,6302,2.9
1685,6303,2.2
1685,6304,8.1
1685,6305,5.7
1685,6306,9.2
1685,6307,8.6
1685,6308,8.9
1685,6309,7.3
1685,6310,3.4
1685,6311,5.4
1685,6312,3.3
1685,6313,2.5
1685,6314,5.3
1685,6315,4.5
1685,6316,3.8
1685,6317,4.3
1685,6318,1.8
1685,6319,4.5
1685,6320,9.0
1684,6321,0.0
1684,6322,1.2
1684,6323,5.9
